['3', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['188', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '30000-49999', 'College', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['189', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '50000-74999', 'Post-Grad', '65+', 'West', 'Disapprove', 'Obama'], Obama
['190', 'Democratic', 'Conservative', 'Other', 'Male', 'Protestant', '100000-149999', 'Post-Grad', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['191', 'Democratic', 'Moderate', 'Black', 'Male', 'Protestant', '100000-149999', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['192', 'Independent', 'Moderate', 'Black', 'Male', 'Catholic', '100000-149999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['193', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'H.S. diploma or less', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['194', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '150000+', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['195', 'Democratic', 'Liberal', 'White', 'Female', 'Other', '100000-149999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['196', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '150000+', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['197', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'West', 'Approve', 'Obama'], Obama
['198', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['199', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['200', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['201', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '65+', 'West', 'Disapprove', 'Obama'], Obama
['202', 'Independent', 'Conservative', 'White', 'Female', 'Catholic', '150000+', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'McCain'], McCain
Total classified: 100
Total correct: 97
Total incorrect: 3
Accuracy: 0.97
Error rate: 0.03
['203', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['204', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['205', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '150000+', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['206', 'Republican', 'Moderate', 'Black', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['207', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['208', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['209', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '50000-74999', 'Post-Grad', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['210', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['211', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['212', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['213', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '75000-99999', 'College', '45-64', 'Midwest', 'Approve', 'McCain'], McCain
['214', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['215', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '75000-99999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['216', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', 'Less than 30000', 'Post-Grad', '18-29', 'Northeast', 'Approve', 'Obama'], Obama
['217', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['218', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '150000+', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['219', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['220', 'Independent', 'Moderate', 'Black', 'Male', 'Other', '30000-49999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['221', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['222', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'H.S. diploma or less', '65+', 'West', 'Disapprove', 'McCain'], McCain
['223', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'McCain'], McCain
['224', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'Post-Grad', '65+', 'West', 'Disapprove', 'McCain'], McCain
['225', 'Republican', 'Conservative', 'Other', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['226', 'Independent', 'Moderate', 'Other', 'Female', 'Protestant', '100000-149999', 'College', '65+', 'West', 'Disapprove', 'Obama'], Obama
['227', 'Democratic', 'Liberal', 'Black', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['228', 'Independent', 'Moderate', 'Black', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['229', 'Democratic', 'Moderate', 'Black', 'Female', 'Catholic', '30000-49999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['230', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['231', 'Democratic', 'Conservative', 'Black', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'Obama'], Obama
['232', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '65+', 'South', 'Disapprove', 'Obama'], Obama
['233', 'Republican', 'Liberal', 'Black', 'Male', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['234', 'Independent', 'Moderate', 'White', 'Female', 'Other', '75000-99999', 'H.S. diploma or less', '65+', 'South', 'Approve', 'McCain'], McCain
['235', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '65+', 'West', 'Disapprove', 'McCain'], McCain
['236', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '75000-99999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['237', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['238', 'Democratic', 'Moderate', 'Other', 'Female', 'Catholic', '75000-99999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['239', 'Republican', 'Liberal', 'Other', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['240', 'Democratic', 'Liberal', 'Other', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['241', 'Republican', 'Moderate', 'Other', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['242', 'Independent', 'Liberal', 'Black', 'Male', 'Other', '50000-74999', 'Post-Grad', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['243', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['244', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['245', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '150000+', 'College', '18-29', 'Midwest', 'Approve', 'Obama'], Obama
['246', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['247', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['248', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['249', 'Republican', 'Liberal', 'Other', 'Female', 'Catholic', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['250', 'Democratic', 'Moderate', 'Other', 'Female', 'Other', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['251', 'Republican', 'Moderate', 'Black', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['252', 'Democratic', 'Conservative', 'White', 'Male', 'Other', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['253', 'Republican', 'Moderate', 'Other', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '65+', 'Midwest', 'Disapprove', 'Obama'], Obama
['254', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '65+', 'Northeast', 'Disapprove', 'McCain'], McCain
['255', 'Republican', 'Liberal', 'Other', 'Male', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['256', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '75000-99999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['257', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '75000-99999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['258', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', '75000-99999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['259', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '75000-99999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['260', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['261', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['262', 'Democratic', 'Conservative', 'Other', 'Female', 'Protestant', '150000+', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['263', 'Democratic', 'Liberal', 'Other', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['264', 'Democratic', 'Liberal', 'Other', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Approve', 'Obama'], Obama
['265', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['266', 'Independent', 'Moderate', 'Black', 'Female', 'Protestant', '100000-149999', 'College', '18-29', 'Midwest', 'Approve', 'Obama'], Obama
['267', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '18-29', 'South', 'Approve', 'Obama'], Obama
['268', 'Republican', 'Conservative', 'White', 'Male', 'Protestant', '100000-149999', 'College', '45-64', 'West', 'Disapprove', 'McCain'], McCain
['269', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['270', 'Republican', 'Conservative', 'White', 'Male', 'Other', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['271', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['272', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['273', 'Republican', 'Liberal', 'Other', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['274', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'H.S. diploma or less', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['275', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '65+', 'Northeast', 'Approve', 'Obama'], McCain
['276', 'Democratic', 'Conservative', 'Other', 'Female', 'Other', '50000-74999', 'College', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['277', 'Democratic', 'Liberal', 'Other', 'Female', 'Protestant', 'Less than 30000', 'H.S. diploma or less', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['278', 'Democratic', 'Conservative', 'Black', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['279', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', '75000-99999', 'H.S. diploma or less', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['280', 'Independent', 'Liberal', 'Black', 'Male', 'Protestant', '75000-99999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['281', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['282', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '75000-99999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['283', 'Independent', 'Moderate', 'White', 'Male', 'Other', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['284', 'Democratic', 'Moderate', 'White', 'Female', 'Other', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['285', 'Democratic', 'Conservative', 'White', 'Female', 'Other', '150000+', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['286', 'Republican', 'Conservative', 'Other', 'Female', 'Other', '30000-49999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['287', 'Democratic', 'Liberal', 'Black', 'Male', 'Other', '30000-49999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['288', 'Independent', 'Liberal', 'Black', 'Female', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['289', 'Independent', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['290', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['291', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '150000+', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['292', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', '100000-149999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['293', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '150000+', 'H.S. diploma or less', '30-44', 'South', 'Approve', 'Obama'], Obama
['294', 'Independent', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['295', 'Independent', 'Liberal', 'Other', 'Male', 'Catholic', '75000-99999', 'H.S. diploma or less', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['296', 'Republican', 'Moderate', 'Black', 'Female', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'Northeast', 'Approve', 'Obama'], Obama
['297', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '30000-49999', 'College', '18-29', 'Northeast', 'Disapprove', 'Obama'], Obama
['298', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['299', 'Republican', 'Moderate', 'Black', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['300', 'Republican', 'Moderate', 'Black', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['301', 'Independent', 'Conservative', 'Black', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['302', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
Total classified: 100
Total correct: 99
Total incorrect: 1
Accuracy: 0.99
Error rate: 0.01
['303', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', 'Less than 30000', 'Post-Grad', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['304', 'Democratic', 'Liberal', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'Midwest', 'Approve', 'Obama'], Obama
['305', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', 'Less than 30000', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['306', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['307', 'Democratic', 'Conservative', 'Other', 'Male', 'Catholic', '30000-49999', 'Post-Grad', '30-44', 'South', 'Approve', 'Obama'], Obama
['308', 'Democratic', 'Conservative', 'White', 'Female', 'Other', '30000-49999', 'College', '30-44', 'South', 'Approve', 'Obama'], Obama
['309', 'Republican', 'Liberal', 'Black', 'Male', 'Catholic', '50000-74999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['310', 'Democratic', 'Moderate', 'Black', 'Female', 'Protestant', '50000-74999', 'College', '65+', 'South', 'Approve', 'Obama'], Obama
['311', 'Democratic', 'Conservative', 'Black', 'Male', 'Protestant', '150000+', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['312', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '150000+', 'College', '45-64', 'South', 'Disapprove', 'McCain'], McCain
['313', 'Independent', 'Liberal', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['314', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['315', 'Republican', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'Post-Grad', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['316', 'Republican', 'Liberal', 'White', 'Male', 'Catholic', '30000-49999', 'Post-Grad', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['317', 'Democratic', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'College', '45-64', 'West', 'Approve', 'Obama'], Obama
['318', 'Democratic', 'Liberal', 'White', 'Male', 'Catholic', '50000-74999', 'College', '65+', 'South', 'Disapprove', 'Obama'], Obama
['319', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['320', 'Democratic', 'Moderate', 'White', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['321', 'Republican', 'Moderate', 'Other', 'Female', 'Protestant', '150000+', 'H.S. diploma or less', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['322', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '75000-99999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['323', 'Democratic', 'Conservative', 'Other', 'Female', 'Other', '75000-99999', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['324', 'Democratic', 'Conservative', 'Black', 'Male', 'Protestant', 'Less than 30000', 'College', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['325', 'Republican', 'Liberal', 'Black', 'Male', 'Protestant', '75000-99999', 'H.S. diploma or less', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['326', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', 'Less than 30000', 'Post-Grad', '45-64', 'West', 'Approve', 'Obama'], Obama
['327', 'Democratic', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['328', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '45-64', 'Northeast', 'Approve', 'Obama'], Obama
['329', 'Democratic', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'College', '45-64', 'South', 'Approve', 'Obama'], Obama
['330', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['331', 'Republican', 'Conservative', 'White', 'Female', 'Catholic', '50000-74999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['332', 'Independent', 'Liberal', 'Other', 'Female', 'Protestant', '150000+', 'College', '45-64', 'Midwest', 'Approve', 'Obama'], Obama
['333', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '100000-149999', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['334', 'Republican', 'Liberal', 'White', 'Male', 'Other', '150000+', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['335', 'Republican', 'Liberal', 'White', 'Male', 'Protestant', '100000-149999', 'H.S. diploma or less', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['336', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['337', 'Republican', 'Moderate', 'White', 'Male', 'Protestant', 'Less than 30000', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['338', 'Independent', 'Conservative', 'White', 'Male', 'Catholic', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['339', 'Democratic', 'Conservative', 'White', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['340', 'Republican', 'Liberal', 'White', 'Female', 'Catholic', '50000-74999', 'H.S. diploma or less', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['341', 'Independent', 'Conservative', 'White', 'Female', 'Protestant', '50000-74999', 'College', '45-64', 'Northeast', 'Disapprove', 'Obama'], Obama
['342', 'Republican', 'Liberal', 'White', 'Female', 'Protestant', '150000+', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['343', 'Republican', 'Moderate', 'White', 'Female', 'Other', '75000-99999', 'College', '45-64', 'Northeast', 'Disapprove', 'McCain'], McCain
['344', 'Democratic', 'Moderate', 'White', 'Female', 'Other', 'Less than 30000', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['345', 'Republican', 'Moderate', 'White', 'Female', 'Other', '75000-99999', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['346', 'Republican', 'Moderate', 'Other', 'Female', 'Protestant', 'Less than 30000', 'College', '18-29', 'Midwest', 'Disapprove', 'Obama'], Obama
['347', 'Democratic', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Northeast', 'Approve', 'Obama'], Obama
['348', 'Democratic', 'Conservative', 'Black', 'Male', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['349', 'Independent', 'Moderate', 'White', 'Female', 'Catholic', '30000-49999', 'College', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['350', 'Independent', 'Liberal', 'White', 'Male', 'Protestant', '50000-74999', 'College', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['351', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '50000-74999', 'H.S. diploma or less', '45-64', 'South', 'Disapprove', 'Obama'], Obama
['352', 'Democratic', 'Moderate', 'White', 'Male', 'Other', '100000-149999', 'College', '65+', 'South', 'Disapprove', 'Obama'], McCain
['353', 'Independent', 'Conservative', 'White', 'Male', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['354', 'Republican', 'Conservative', 'White', 'Female', 'Other', '100000-149999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['355', 'Independent', 'Moderate', 'White', 'Male', 'Other', '100000-149999', 'H.S. diploma or less', '18-29', 'West', 'Disapprove', 'Obama'], Obama
['356', 'Democratic', 'Conservative', 'White', 'Female', 'Other', '30000-49999', 'College', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['357', 'Democratic', 'Conservative', 'White', 'Male', 'Protestant', '30000-49999', 'H.S. diploma or less', '65+', 'Midwest', 'Disapprove', 'McCain'], McCain
['358', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '30000-49999', 'College', '30-44', 'West', 'Disapprove', 'Obama'], Obama
['359', 'Independent', 'Moderate', 'White', 'Male', 'Protestant', '50000-74999', 'College', '18-29', 'South', 'Approve', 'Obama'], Obama
['360', 'Republican', 'Moderate', 'White', 'Male', 'Catholic', '50000-74999', 'College', '18-29', 'Midwest', 'Approve', 'Obama'], Obama
['361', 'Democratic', 'Moderate', 'Other', 'Female', 'Protestant', '50000-74999', 'Post-Grad', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['362', 'Republican', 'Conservative', 'White', 'Male', 'Catholic', '100000-149999', 'College', '30-44', 'West', 'Approve', 'Obama'], Obama
['363', 'Democratic', 'Liberal', 'White', 'Female', 'Other', '50000-74999', 'College', '45-64', 'Midwest', 'Disapprove', 'Obama'], Obama
['364', 'Independent', 'Conservative', 'White', 'Male', 'Catholic', '75000-99999', 'College', '45-64', 'West', 'Disapprove', 'Obama'], Obama
['365', 'Republican', 'Liberal', 'White', 'Female', 'Catholic', '75000-99999', 'College', '45-64', 'Northeast', 'Disapprove', 'McCain'], McCain
['366', 'Democratic', 'Liberal', 'White', 'Female', 'Catholic', '75000-99999', 'College', '18-29', 'South', 'Disapprove', 'Obama'], Obama
['367', 'Democratic', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '65+', 'Northeast', 'Disapprove', 'Obama'], Obama
['368', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', '100000-149999', 'Post-Grad', '30-44', 'Northeast', 'Disapprove', 'Obama'], Obama
['369', 'Independent', 'Conservative', 'White', 'Female', 'Catholic', '30000-49999', 'H.S. diploma or less', '30-44', 'South', 'Disapprove', 'Obama'], Obama
['370', 'Republican', 'Moderate', 'White', 'Female', 'Protestant', 'Less than 30000', 'College', '30-44', 'Midwest', 'Disapprove', 'Obama'], Obama
['371', 'Republican', 'Conservative', 'White', 'Female', 'Protestant', '30000-49999', 'Post-Grad', '30-44', 'South', 'Disapprove', 'Obama'], Obama
